total_quantity,business_quantity,personal_quantity,request_type,total_time
112,102,10,debt,319.95
36,11,25,debt,121.97
43,24,19,existence,91.4
144,101,43,debt,412.63
139,33,106,payment,270.05
100,2,98,existence,222.43
62,6,56,existence,79.63
43,42,1,existence,111.54
12,5,7,existence,34.99
98,62,36,debt,224.32
103,64,39,payment,227.68
67,35,32,existence,146.57
133,4,129,debt,176.14
157,120,37,payment,529.18
78,49,29,payment,252.11
150,54,96,payment,398.54
99,64,35,existence,287.36
96,52,44,debt,304.67
148,52,96,existence,364.45
85,49,36,debt,172.61
29,27,2,existence,74.45
51,33,18,existence,115.6
74,62,12,debt,171.21
67,19,48,debt,168.65
35,30,5,existence,92.47
5,2,3,payment,18.1
131,57,74,debt,385.1
82,33,49,existence,240.56
25,5,20,payment,62.64
25,14,11,existence,73.12
46,17,29,debt,143.99
19,5,14,existence,40.61
132,36,96,debt,382.41
115,45,70,payment,204.04
91,6,85,payment,129.97
115,16,99,existence,198.36
154,118,36,payment,514.98
81,54,27,payment,267.33
93,91,2,existence,301.76
156,44,112,payment,294.88
69,3,66,payment,117.27
140,59,81,existence,235.75
35,5,30,existence,68.79
7,1,6,payment,22.44
118,114,4,debt,304.36
72,15,57,payment,166.01
33,28,5,debt,87.6
4,3,1,payment,27.11
116,9,107,debt,185.42
75,9,66,payment,183.32
78,67,11,payment,233.56
100,75,25,payment,341.28
119,90,29,existence,221.64
38,28,10,existence,98.99
76,66,10,existence,181.31
68,34,34,payment,185.03
118,87,31,debt,350.41
86,54,32,debt,280.22
106,18,88,debt,191.33
62,4,58,payment,165.2
58,5,53,debt,146.68
78,12,66,payment,172.29
18,3,15,payment,62.39
121,63,58,payment,276.37
148,148,0,existence,541.1
116,92,24,debt,332.67
117,92,25,payment,236.4
41,38,3,debt,112.45
5,1,4,debt,29.01
23,5,18,debt,83.45
59,12,47,debt,133.17
41,26,15,debt,163.65
149,58,91,payment,343.23
144,78,66,existence,282.3
47,31,16,existence,150.2
55,38,17,existence,115.66
76,31,45,payment,206.32
36,16,20,debt,123.06
32,14,18,payment,75.63
65,41,24,existence,157.38
93,75,18,payment,330.34
110,40,70,existence,247.64
47,11,36,existence,76.17
18,17,1,debt,64.66
74,42,32,payment,147.88
38,3,35,payment,71.48
108,54,54,existence,307.41
86,41,45,debt,265.21
38,5,33,payment,90.04
120,40,80,payment,326.61
50,26,24,debt,144.71
44,13,31,payment,78.4
124,54,70,payment,302.21
82,53,29,debt,233.17
93,12,81,debt,235.03
46,10,36,existence,127.13
115,26,89,debt,224.09
141,135,6,existence,449.22
7,1,6,existence,16.43
39,35,4,existence,104.32
17,12,5,payment,53.35
119,17,102,existence,241.39
65,1,64,payment,114.64
56,44,12,payment,161.76
11,11,0,payment,46.15
49,13,36,debt,162.2
49,42,7,payment,118.04
25,12,13,existence,61.77
146,125,21,debt,419.6
122,23,99,debt,276.72
115,1,114,debt,186.11
124,24,100,existence,312.9
157,146,11,debt,362.98
66,39,27,existence,128.3
80,24,56,existence,154.14
70,47,23,existence,219.14
34,32,2,payment,94.58
1,1,0,payment,13.6
21,7,14,debt,59.66
39,26,13,debt,113.75
31,14,17,debt,64.21
81,76,5,existence,268.2
50,5,45,debt,136.17
31,8,23,payment,69.99
102,34,68,debt,308.61
130,7,123,existence,288.82
9,2,7,existence,15.32
87,24,63,payment,253.36
32,6,26,payment,55.06
157,34,123,payment,371.06
122,90,32,existence,418.13
34,21,13,existence,106.05
132,45,87,payment,285.75
156,148,8,debt,499.41
63,18,45,payment,128.98
111,97,14,payment,355.47
8,8,0,debt,39.49
15,6,9,payment,40.24
50,23,27,debt,99.21
106,61,45,debt,221.69
91,1,90,existence,149.28
129,124,5,existence,396.92
144,137,7,payment,436.46
127,119,8,payment,460.36
55,24,31,debt,129.55
82,42,40,debt,285.76
45,38,7,debt,164.1
59,37,22,debt,207.84
39,39,0,existence,148.97
14,8,6,existence,32.97
4,4,0,payment,23.64
56,32,24,debt,185.63
157,13,144,existence,351.49
26,5,21,debt,76.74
44,12,32,debt,93.04
152,127,25,debt,478.19
16,14,2,existence,45.27
14,8,6,existence,35.52
1,1,0,debt,13.22
24,24,0,payment,72.41
63,18,45,payment,121.45
75,37,38,debt,178.52
60,40,20,existence,150.33
66,17,49,debt,117.87
24,2,22,debt,61.67
67,21,46,existence,126.44
101,40,61,debt,220.59
142,39,103,payment,354.06
99,8,91,existence,224.26
35,33,2,debt,100.41
64,37,27,debt,179.58
71,69,2,existence,225.83
141,3,138,existence,342.22
121,8,113,payment,293.62
6,4,2,payment,25.73
49,22,27,existence,136.38
123,55,68,existence,319.27
130,29,101,debt,334.02
5,4,1,existence,13.35
129,34,95,payment,321.34
127,59,68,existence,243.51
148,70,78,payment,393.95
121,70,51,debt,387.06
145,71,74,debt,442.35
49,47,2,payment,150.45
34,24,10,existence,106.16
125,46,79,debt,250.91
22,3,19,existence,44.17
122,2,120,payment,191.8
44,18,26,debt,114.25
15,3,12,existence,31.77
152,131,21,payment,523.28
49,35,14,debt,185.7
127,53,74,existence,324.97
116,23,93,payment,278.67
116,99,17,payment,366
134,86,48,payment,447.1
135,52,83,debt,362.56
147,133,14,existence,478.62
128,107,21,existence,398.67
21,4,17,payment,43.43
88,74,14,debt,271.2
68,35,33,existence,142.91
87,59,28,debt,270.12
77,35,42,payment,180.06
129,129,0,payment,449.73
140,118,22,payment,347.45
63,26,37,existence,141.8
73,40,33,debt,135.47
22,21,1,payment,88.73
39,36,3,debt,117.37
50,22,28,existence,126.37
38,26,12,payment,125.63
9,6,3,payment,36.72
13,9,4,existence,25.91
81,62,19,debt,305.38
121,79,42,debt,382.34
91,89,2,debt,272.17
150,52,98,existence,405.28
63,54,9,payment,203.9
76,38,38,payment,171
122,84,38,debt,446.26
111,93,18,payment,344.23
102,52,50,debt,323.11
14,14,0,payment,53.5
109,94,15,existence,304.27
114,3,111,payment,263.91
53,2,51,existence,78.45
40,20,20,payment,121.61
132,72,60,existence,294.33
50,27,23,payment,145.06
57,3,54,payment,157.26
24,16,8,existence,53.97
80,46,34,debt,208.05
56,52,4,debt,145.2
77,54,23,payment,248.77
63,34,29,payment,148.13
139,11,128,debt,306.66
56,41,15,payment,181.04
145,51,94,payment,398.37
28,24,4,existence,82.31
119,115,4,payment,259.82
144,104,40,debt,317.55
157,77,80,existence,281.3
113,92,21,debt,326.43
16,6,10,debt,63.83
8,5,3,payment,31.36
100,41,59,existence,271.01
42,29,13,debt,121.85
134,126,8,debt,464.56
32,18,14,debt,107.11
106,22,84,payment,163.96
61,54,7,existence,181.94
27,17,10,payment,97.52
32,11,21,payment,89.3
134,103,31,payment,339.11
8,3,5,payment,31.44
103,101,2,debt,326.84
141,106,35,existence,306.94
49,31,18,debt,108.16
99,85,14,payment,314.72
50,31,19,debt,147.8
99,49,50,debt,201.51
66,20,46,existence,174.11
86,8,78,debt,219.07
58,3,55,debt,98.45
53,26,27,payment,150.29
144,96,48,payment,331.4
25,10,15,payment,76.87
44,16,28,debt,112.53
18,8,10,payment,64.68
102,5,97,existence,168.04
105,78,27,debt,269.3
130,48,82,existence,283.65
150,52,98,debt,365.12
61,33,28,debt,202.01
87,62,25,existence,168.76
6,2,4,payment,23.8
131,55,76,existence,341.11
52,47,5,existence,134.17
42,1,41,payment,106.38
50,6,44,payment,86.84
70,40,30,existence,205.03
91,14,77,existence,126.65
143,17,126,debt,343.97
155,104,51,debt,476.41
75,10,65,debt,173.89
153,124,29,existence,432.76
81,80,1,payment,300.14
29,21,8,debt,100.95
143,42,101,debt,275.23
35,21,14,payment,117.88
72,17,55,payment,156.11
61,44,17,debt,122.66
26,2,24,existence,65.37
32,22,10,existence,62.5
40,18,22,debt,115.84
26,19,7,payment,89.78
34,3,31,debt,99.9
72,65,7,existence,164.9
8,4,4,payment,39.53
87,33,54,payment,200.45
88,1,87,debt,182.06
75,27,48,debt,159.61
111,111,0,existence,345.21
146,108,38,existence,427.33
128,101,27,existence,412.48
155,33,122,existence,389.58
139,130,9,existence,283.12
133,114,19,debt,414.35
44,5,39,existence,62.28
8,7,1,debt,44.3
100,9,91,debt,249.99
73,25,48,existence,150.86
126,57,69,debt,348.25
22,17,5,existence,71.42
74,14,60,debt,200.63
67,58,9,debt,223.88
13,8,5,payment,38.88
134,97,37,existence,275.34
70,41,29,debt,180.52
39,29,10,existence,118.66
98,82,16,existence,267.28
77,7,70,payment,144.94
4,4,0,existence,12.44
116,33,83,existence,304.02
23,12,11,existence,54.94
19,19,0,debt,79.57
130,10,120,debt,219.39
27,5,22,debt,79.68
152,25,127,existence,368.19
144,44,100,existence,230.31
19,9,10,payment,56.82
19,4,15,debt,58.44
117,3,114,debt,249.74
123,58,65,existence,331.77
67,35,32,payment,213.14
32,7,25,payment,65.78
52,28,24,existence,117.66
9,5,4,debt,31.93
30,10,20,payment,79.43
14,11,3,debt,68.99
5,1,4,payment,26.63
55,24,31,payment,139.51
6,1,5,debt,16.63
140,106,34,existence,323.69
89,16,73,payment,134.1
126,92,34,existence,253.43
156,7,149,existence,368.67
107,41,66,existence,225.91
134,58,76,debt,292.51
130,74,56,debt,297.31
151,85,66,payment,359.06
39,36,3,existence,131.26
18,1,17,existence,22.11
104,23,81,payment,271.53
3,1,2,debt,35.59
151,56,95,payment,389.9
44,44,0,payment,177.44
68,12,56,payment,179.3
41,22,19,payment,117.57
156,17,139,payment,292.88
133,69,64,existence,381.36
96,10,86,existence,136.8
78,13,65,payment,145.86
7,3,4,debt,46.68
3,1,2,existence,7.7
130,56,74,payment,386.24
81,69,12,existence,255.91
35,33,2,payment,130.86
119,81,38,payment,365.81
107,95,12,debt,281.62
66,39,27,debt,174.96
72,47,25,existence,207.66
69,14,55,payment,189.13
155,82,73,debt,373.63
89,64,25,payment,278.87
48,41,7,payment,122.52
92,42,50,debt,230.01
89,37,52,debt,236.48
146,100,46,existence,467.25
97,32,65,existence,155.21
19,12,7,existence,37.4
82,73,9,payment,191.43
100,60,40,existence,257.83
73,20,53,debt,154.62
71,51,20,debt,239.03
62,54,8,existence,159.82
32,24,8,debt,91.66
96,71,25,debt,290.91
1,1,0,payment,12.9
33,20,13,existence,79.07
19,17,2,payment,77.2
78,73,5,payment,197.86
63,2,61,existence,79.55
34,7,27,debt,99.34
119,32,87,payment,238.23
31,20,11,existence,96.1
65,13,52,existence,129.21
124,24,100,existence,191.88
104,7,97,payment,145.92
45,20,25,payment,90.12
102,10,92,debt,164.7
54,53,1,existence,133.08
121,84,37,debt,242.8
108,32,76,payment,282.89
142,113,29,payment,371.83
2,2,0,debt,18.05
75,4,71,payment,143.85
126,73,53,payment,242.62
134,104,30,debt,296.26
73,51,22,debt,187.29
111,102,9,debt,306.58
87,39,48,payment,223.64
1,1,0,debt,23.84
85,5,80,debt,188.29
137,56,81,existence,202.87
7,3,4,payment,31.74
112,76,36,existence,323.75
106,32,74,payment,208.64
131,82,49,existence,272.16
86,73,13,debt,277.33
16,11,5,payment,57.53
82,12,70,existence,195.5
64,14,50,payment,99.52
105,12,93,payment,234.06
115,38,77,payment,211.96
35,10,25,payment,90.84
38,19,19,payment,129.8
63,13,50,debt,151.94
146,35,111,debt,236.56
69,68,1,debt,244.47
113,71,42,debt,314.1
81,65,16,existence,187.49
157,5,152,payment,345.02
130,38,92,existence,285.71
71,43,28,payment,136.86
28,16,12,debt,82.04
32,13,19,debt,107.83
144,85,59,debt,471.51
147,117,30,debt,396.8
47,47,0,payment,165.15
42,12,30,payment,95.03
50,38,12,debt,184.36
5,5,0,payment,27.01
73,68,5,debt,192.33
74,63,11,debt,232.54
54,52,2,existence,136.71
1,1,0,existence,2.82
82,79,3,payment,191.45
151,145,6,debt,389.92
104,88,16,debt,358.78
46,32,14,existence,156.97
33,22,11,debt,110.6
82,59,23,payment,192.65
150,24,126,payment,303.76
55,16,39,existence,134.39
2,2,0,existence,5.91
4,3,1,debt,34.61
37,15,22,debt,101.91
105,24,81,payment,184.87
139,15,124,debt,301.57
127,56,71,debt,323.22
139,134,5,existence,458.61
69,25,44,payment,124.46
9,7,2,existence,22
148,148,0,debt,367.29
96,66,30,payment,239.29
83,9,74,debt,166.87
100,97,3,debt,329.3
62,14,48,payment,173.3
35,27,8,debt,100.84
148,117,31,debt,305.04
23,7,16,existence,63.67
94,30,64,existence,242.68
86,23,63,existence,168.83
147,94,53,debt,478.59
131,21,110,debt,239.93
69,12,57,existence,171.01
70,15,55,debt,213.57
71,55,16,debt,255.05
82,12,70,payment,222.63
95,27,68,existence,210.32
144,15,129,debt,272.91
1,1,0,debt,29.8
106,35,71,existence,189.12
146,136,10,existence,376.04
111,36,75,payment,264.64
41,33,8,existence,106.53
110,19,91,debt,260.68
156,107,49,existence,443.76
13,4,9,payment,40.22
4,4,0,existence,12.04
137,67,70,payment,329.49
156,82,74,payment,285.99
106,38,68,payment,242.86
9,8,1,existence,20.91
147,35,112,existence,391.6
78,2,76,existence,112.62
49,26,23,payment,108.43
137,58,79,payment,389.38
88,36,52,debt,274.16
154,45,109,debt,435.06
90,86,4,payment,327.11
150,21,129,existence,349.06
5,4,1,existence,11.89
113,37,76,payment,319.32
43,2,41,existence,73.22
139,106,33,payment,477.34
21,6,15,existence,46.56
21,21,0,existence,54.5
87,81,6,payment,280.53
84,13,71,payment,182.58
93,18,75,existence,201.49
5,2,3,payment,23.2
56,51,5,existence,192.7
30,29,1,payment,93.02
130,25,105,debt,315.61
157,116,41,payment,434.08
15,3,12,existence,32.75
83,9,74,debt,137.64
125,23,102,payment,326.02
55,40,15,payment,152.96
4,2,2,debt,35.39
78,28,50,payment,184.56
137,99,38,debt,393.62
117,62,55,debt,299.23
142,54,88,debt,403.98
113,95,18,existence,226.3
148,94,54,existence,447.72
124,7,117,payment,315.05
11,5,6,payment,31.16
128,30,98,payment,228.96
10,2,8,debt,35.25
117,34,83,payment,221.39
106,37,69,payment,231.2
15,15,0,existence,36.89
17,16,1,debt,67.08
92,72,20,payment,205.52
145,32,113,payment,372.67
129,91,38,existence,344.65
155,9,146,debt,347.44
88,19,69,payment,171.91
138,99,39,payment,329.99
23,14,9,debt,63.32
92,87,5,payment,277.29
119,58,61,payment,353.95
93,49,44,payment,257.72
88,26,62,debt,237.02
107,26,81,payment,302.54
136,31,105,debt,280.23
154,127,27,debt,371.34
5,1,4,payment,24.93
21,11,10,debt,68.54
149,16,133,debt,247.46
133,37,96,payment,283.42
105,14,91,debt,263.04
142,74,68,debt,253.97
124,23,101,payment,219.02
25,23,2,debt,94.72
141,31,110,debt,227.6
1,1,0,debt,26.34
1,1,0,existence,2.37
67,3,64,debt,144.36
18,2,16,existence,35.08
61,45,16,debt,154.29
65,24,41,payment,185.84
2,2,0,debt,27.16
123,30,93,existence,238.95
18,13,5,debt,60.77
130,58,72,existence,371.45
37,16,21,payment,78.63
95,49,46,debt,188.79
27,25,2,debt,109.52
96,20,76,debt,151.33
23,2,21,debt,63.35
119,58,61,payment,326.71
135,91,44,payment,446.76
16,2,14,existence,27.02
23,15,8,existence,68.82
134,25,109,payment,243.4
35,34,1,debt,136.12
115,43,72,debt,315.23
152,99,53,debt,349.34
76,67,9,payment,168.71
60,37,23,existence,168.44
57,23,34,existence,143.6
33,7,26,payment,96.53
44,25,19,payment,88.88
56,4,52,payment,157.97
87,87,0,existence,210.54
139,113,26,existence,388.93
151,90,61,debt,454.66
55,42,13,payment,184.13
97,94,3,existence,351.38
16,10,6,debt,67.13
129,8,121,payment,280.84
72,62,10,payment,151.3
2,1,1,payment,22.34
77,16,61,debt,229.71
33,7,26,debt,82.41
152,103,49,existence,449.43
86,57,29,existence,198.61
149,36,113,existence,387.86
132,115,17,payment,271.84
44,4,40,existence,76.09
31,23,8,existence,79.73
106,83,23,payment,294
55,7,48,payment,104.13
62,3,59,existence,147.28
42,24,18,existence,95.69
97,13,84,debt,171.14
147,17,130,existence,389.82
114,26,88,debt,262.1
152,147,5,existence,376.46
49,14,35,payment,116.09
69,65,4,debt,228.05
97,51,46,payment,259.21
46,3,43,existence,114.6
115,6,109,existence,244.32
46,10,36,existence,121.81
106,105,1,payment,274.84
29,27,2,existence,87.62
147,24,123,existence,363.69
71,55,16,payment,226.44
125,24,101,payment,235.16
35,4,31,existence,52
21,6,15,existence,36.72
14,14,0,debt,46.38
27,6,21,debt,81.34
48,27,21,debt,124.52
17,14,3,payment,59.58
154,138,16,existence,357.43
119,110,9,debt,386.93
54,41,13,existence,111.08
89,46,43,existence,225.56
100,30,70,debt,194.28
89,74,15,payment,289.79
125,14,111,existence,241.59
114,68,46,existence,292
20,9,11,debt,58.84
132,90,42,existence,369.47
151,95,56,payment,464.93
14,9,5,existence,33.02
18,8,10,debt,54.82
134,101,33,existence,408.44
157,64,93,payment,361.05
73,20,53,existence,170.82
8,1,7,payment,25.74
83,82,1,payment,222.87
115,113,2,payment,286.82
29,20,9,payment,93.39
71,66,5,payment,215.7
30,25,5,existence,84.87
121,66,55,payment,268.67
125,7,118,existence,289.73
10,7,3,debt,35.08
150,61,89,debt,437.15
147,145,2,debt,452.59
143,45,98,payment,289.36
157,112,45,existence,259.76
94,55,39,payment,204.18
38,38,0,existence,123.81
31,31,0,existence,108.48
61,29,32,debt,175.42
157,13,144,payment,380.66
38,16,22,existence,106.86
123,30,93,payment,200.37
50,21,29,existence,96.95
3,1,2,existence,5.65
24,19,5,existence,56.46
138,88,50,payment,296.27
53,12,41,existence,114.93
22,7,15,debt,62.08
90,7,83,payment,216.46
48,14,34,debt,117.11
112,12,100,payment,199.81
15,10,5,payment,58.47
106,70,36,debt,318.93
27,2,25,payment,86.67
111,93,18,debt,296.85
105,72,33,debt,251.74
58,16,42,existence,134.44
116,36,80,debt,232.75
128,120,8,payment,370.45
11,7,4,debt,48.96
81,34,47,debt,171.58
63,3,60,debt,170.44
3,1,2,payment,14.48
140,5,135,payment,275.25
95,28,67,existence,226.34
28,8,20,existence,69.87
99,82,17,existence,263.11
34,23,11,existence,108.95
93,83,10,existence,227.01
61,28,33,debt,148.11
28,14,14,existence,69.81
35,10,25,existence,77.32
133,10,123,existence,264.24
6,2,4,existence,10.45
128,113,15,payment,344.57
41,7,34,existence,86.57
73,62,11,payment,161.88
32,26,6,payment,83.31
25,11,14,payment,75.19
92,68,24,payment,230.17
12,6,6,existence,33.98
112,76,36,payment,255.01
103,97,6,existence,269.61
65,54,11,existence,196.02
123,91,32,existence,393.07
94,83,11,existence,198.03
81,10,71,payment,170.4
6,3,3,existence,10.51
48,47,1,existence,137.46
94,66,28,debt,192.27
60,53,7,payment,211.84
101,53,48,payment,214.2
156,24,132,debt,243.76
80,60,20,debt,207.02
113,66,47,payment,233.16
78,7,71,payment,181.54
97,68,29,existence,232.6
27,2,25,payment,85.56
117,60,57,payment,284.66
18,7,11,debt,49.59
120,100,20,debt,300.25
90,78,12,existence,247.91
92,31,61,existence,242.51
35,10,25,payment,81.55
69,2,67,existence,88.31
149,90,59,debt,450.29
121,106,15,debt,441.04
59,35,24,existence,126.39
76,9,67,debt,164.53
13,5,8,payment,36.35
111,99,12,payment,280.23
50,31,19,existence,90.52
149,39,110,debt,260.31
113,29,84,existence,262.68
27,1,26,payment,62.32
36,36,0,payment,90.11
9,5,4,existence,23
23,7,16,payment,58.2
117,113,4,existence,412.55
106,55,51,payment,302.56
8,1,7,debt,25.6
127,73,54,debt,442.75
8,2,6,existence,20.52
110,29,81,payment,259.44
21,21,0,payment,70.98
105,55,50,debt,314.87
79,4,75,existence,128.84
3,2,1,payment,18
148,15,133,debt,369.95
100,3,97,existence,185.08
52,29,23,existence,112.07
154,125,29,payment,373.69
9,4,5,payment,34.47
154,128,26,debt,393.12
135,105,30,payment,270.75
16,16,0,payment,71.04
108,76,32,debt,266.37
8,4,4,debt,33.27
114,93,21,existence,272.35
149,86,63,existence,270.61
82,3,79,payment,130.34
93,64,29,debt,287.18
95,15,80,debt,271.29
118,89,29,debt,251.39
146,40,106,payment,245.13
72,64,8,existence,236.71
19,13,6,debt,62.3
58,11,47,debt,114.11
62,47,15,debt,199.5
142,136,6,existence,416.98
143,100,43,payment,356.35
115,50,65,existence,324.95
17,12,5,payment,46.88
48,26,22,debt,112.12
25,11,14,existence,74.18
19,17,2,debt,66.2
12,12,0,payment,51.61
49,30,19,debt,145.75
